Attracts,Bloom Description,Bloom Time,Common Name,Culture,Family,Flower,Formal Name,Fruit,Garden Uses,Height,Invasive,Leaf,Maintenance,Native Range,Noteworthy Characteristics,Other,Problems,Spread,Suggested Use,Sun,Tolerate,Type,Water,Zone
 Butterflies, Yellow petals with whitish trumpet, March to April, trumpet daffodil,NA, Amaryllidaceae, Showy,Narcissus Gin and Lime, Showy Edible,NA, 100 to 150 feet, , Good Fall, Low, Europe northwestern Africa Asia Minor Caucusus central Asia,NA, Winter Interest,NA, 050 to 100 feet, Hedge, Full sun to part shade, Rabbit Deer Drought, Bulb, Medium, 3 to 8
 Butterflies, Purplishwhite, June to September, thyme,NA, Lamiaceae, Insignificant,Thymus praecox, Showy Edible,NA, 025 to 050 feet, , Fragrant Evergreen, Low, Southern western and central Europe,NA, Winter Interest,NA, 025 to 050 feet, Ground Cover Herb Naturalize, Full sun, Deer Drought Dry Soil ShallowRocky Soil Air Pollution, Herbaceous perennial, Dry to medium, 5 to 8
 Butterflies, Yellowish orange with red throat, June to August, daylily,NA, Asphodelaceae, Showy,Hemerocallis Glowing Heart, Showy Edible,NA, 200 to 250 feet, , Fragrant Evergreen, Low, Southern western and central Europe,NA, Winter Interest,NA, 150 to 200 feet, Ground Cover Herb Naturalize, Full sun to part shade, Rabbit Erosion Air Pollution, Herbaceous perennial, Medium, 3 to 9
 Butterflies, Nonflowering, Nonflowering, Spanish fir,NA, Pinaceae, Showy,Abies pinsapo, Showy Edible,NA, 5000 to 7500 feet, , Evergreen, Medium, Southern Spain,NA, Winter Interest,NA, 1500 to 3000 feet, Ground Cover Herb Naturalize, Full sun to part shade, Rabbit Erosion Air Pollution, Needled evergreen, Medium, 6 to 7
 Butterflies, Violet with yellow throat, May, tall bearded reblooming iris,NA, Iridaceae, Showy,Iris Rosalie Figge, Showy Edible,NA, 250 to 300 feet, , Evergreen, Medium, Southern Spain,NA, Winter Interest,NA, 100 to 200 feet, Ground Cover Herb Naturalize, Full sun, Deer Drought, Herbaceous perennial, Medium, 3 to 10
 Butterflies, Brown, August to October, club rush,NA, Cyperaceae, Insignificant,Schoenoplectus lacustris subsp tabernaemontani Zebrinus, Showy Edible,NA, 200 to 500 feet, , Colorful, Low, Southern Spain,NA, Winter Interest,NA, 300 to 400 feet, Water Plant Naturalize Rain Garden, Full sun, Black Walnut Air Pollution, Ornamental grass, Water Plant Naturalize Rain Garden, 4 to 9
 Butterflies, Yellow, June to July, sweet fennel,NA, Apiaceae, Showy,Foeniculum vulgare, Showy Edible,NA, 400 to 600 feet, , Fragrant, Low, Mediterranean,NA, Winter Interest,NA, 150 to 300 feet, Annual Herb Naturalize, Full sun, Deer, Herbaceous perennial, Medium, 4 to 9
 Butterflies, White marked with violet and magenta, May to June, tall bearded iris,NA, Iridaceae, Showy,Iris Whispering Spirits, Showy Edible,NA, 200 to 300 feet, , Fragrant, Medium, Mediterranean,NA, Winter Interest,NA, 100 to 200 feet, Annual Herb Naturalize, Full sun, Deer Drought, Herbaceous perennial, Medium, 3 to 10
 Butterflies, White, June to September, smooth hydrangea,NA, Hydrangeaceae, Showy,Hydrangea arborescens Green Dragon, Showy Edible,NA, 400 to 500 feet, , Fragrant, Low, Mediterranean,NA, Winter Interest,NA, 300 to 400 feet, Naturalize Rain Garden, Part shade, Rabbit Erosion Clay Soil Dry Soil Wet Soil ShallowRocky Soil Black Walnut, Deciduous shrub, Medium, 4 to 9
 Butterflies, Deep rosepurple, July to August, clustered poppy mallow,NA, Malvaceae, Showy,Callirhoe triangulata, Showy Edible,NA, 100 to 300 feet, , Fragrant, Low, United States  Alabama Missouri North Carolina Indiana Illinois Wisconsin Nebraska,NA, Winter Interest,NA, 100 to 200 feet, Naturalize Rain Garden, Full sun, Drought, Herbaceous perennial, Dry to medium, 5 to 8
 Birds Hummingbirds Butterflies, White aging to pale yellow, May to frost, Japanese honeysuckle,NA, Caprifoliaceae, Showy Fragrant,Lonicera japonica Aureoreticulata, Showy,NA, 1500 to 2000 feet, , Colorful, Medium, United States  Alabama Missouri North Carolina Indiana Illinois Wisconsin Nebraska,NA, Winter Interest,NA, 300 to 600 feet, Naturalize Rain Garden, Full sun to part shade, Deer Drought Black Walnut, Vine, Dry to medium, 4 to 9
 Butterflies, Pink with a green throat, May to June, daylily,NA, Asphodelaceae, Showy Fragrant,Hemerocallis Chorus Line, Showy,NA, 150 to 200 feet, , Colorful, Low, United States  Alabama Missouri North Carolina Indiana Illinois Wisconsin Nebraska,NA, Winter Interest,NA, 100 to 150 feet, Naturalize Rain Garden, Full sun to part shade, Rabbit Erosion Air Pollution, Herbaceous perennial, Medium, 3 to 9
 Butterflies, Cherry red, July to September, crape myrtle,NA, Lythraceae, Showy,Lagerstroemia Gamad I RAZZLE DAZZLE CHERRY, Showy,NA, 200 to 300 feet, , Colorful, Medium, United States  Alabama Missouri North Carolina Indiana Illinois Wisconsin Nebraska,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Full sun, Drought Clay Soil Air Pollution, Deciduous shrub, Medium, 6 to 10
 Butterflies, Carminepink double, May to July, carnation,NA, Caryophyllaceae, Showy Fragrant,Dianthus Valda Louise ROSIE CHEEKS, Showy,NA, 075 to 150 feet, , Colorful, Low, United States  Alabama Missouri North Carolina Indiana Illinois Wisconsin Nebraska,NA, Winter Interest,NA, 075 to 150 feet, Hedge, Full sun, Deer, Herbaceous perennial, Medium, 5 to 8
 Butterflies, Lavender blue, June, southern blue flag,NA, Iridaceae, Showy,Iris virginica Contraband Girl, Showy,NA, 200 to 400 feet, , Colorful, Low, United States  Alabama Missouri North Carolina Indiana Illinois Wisconsin Nebraska,NA, Winter Interest,NA, 100 to 200 feet, Water Plant Naturalize Rain Garden, Full sun, Deer Wet Soil, Herbaceous perennial, Water Plant Naturalize Rain Garden, 5 to 9
 Butterflies, Bright red, June to frost, feather celosia,NA, Amaranthaceae, Showy,Celosia argentea Plumosa Group New Look, Showy,NA, 100 to 150 feet, , Colorful, Low, United States  Alabama Missouri North Carolina Indiana Illinois Wisconsin Nebraska,NA, Winter Interest,NA, 075 to 100 feet, Annual, Full sun, Drought Dry Soil, Annual, Medium, 2 to 11
 Hummingbirds Butterflies, Purplepink, April to May, evergreen azalea,NA, Ericaceae, Showy,Rhododendron Dr H R Schroeder, Showy,NA, 150 to 300 feet, , Evergreen, Medium, United States  Alabama Missouri North Carolina Indiana Illinois Wisconsin Nebraska,NA, Winter Interest,NA, 150 to 300 feet, Hedge, Part shade, Rabbit, Broadleaf evergreen, Medium, 5 to 7
 Hummingbirds Butterflies, White with heavy purple spotting, August to September, toad lily,NA, Liliaceae, Showy,Tricyrtis macropoda, Showy,NA, 200 to 250 feet, , Evergreen, Low, Japan,NA, Winter Interest,NA, 100 to 200 feet, Hedge, Part shade to full shade, Heavy Shade, Herbaceous perennial, Medium to wet, 5 to 8
 Hummingbirds Butterflies, White, May to June, heavenly bamboo,NA, Berberidaceae, Showy,Nandina domestica Emerald Sea, Showy,NA, 400 to 500 feet, , Good Fall, Medium, Japan,NA, Winter Interest,NA, 200 to 300 feet, Hedge, Full sun to part shade, Drought Heavy Shade, Broadleaf evergreen, Medium, 6 to 9
 Hummingbirds Butterflies, Violetblue, June to frost, Russian sage,NA, Lamiaceae, Showy,Perovskia atriplicifolia Little Spire, Showy,NA, 150 to 200 feet, , Colorful Fragrant, Low, Japan,NA, Winter Interest,NA, 150 to 200 feet, Hedge, Full sun, Rabbit Deer Drought Clay Soil Dry Soil Air Pollution, Herbaceous perennial, Dry to medium, 5 to 9
 Birds Butterflies, Rosered, April, crabapple,NA, Rosaceae, Showy,Malus Amerspirzam AMERICAN SPIRIT, Showy Edible,NA, 1500 to 1800 feet, , Colorful Fragrant, Low, Japan,NA, Winter Interest,NA, 1500 to 1800 feet, Flowering Tree, Full sun, Air Pollution, Tree, Medium, 4 to 8
 Birds Butterflies, Reddishgreen, August to September, Chinese elm,NA, Ulmaceae, Insignificant,Ulmus parvifolia, Showy Edible,NA, 4000 to 5000 feet, , Colorful Fragrant, Medium, China Korea Japan,NA, Winter Interest,NA, 2500 to 4000 feet, Shade Tree Street Tree, Full sun, Drought Clay Soil Air Pollution, Tree, Medium, 4 to 9
 Birds Butterflies, Yellow green femaleBrown male, March to April, sea buckthorn,NA, Elaeagnaceae, Showy,Hippophae rhamnoides, Showy Edible,NA, 800 to 1200 feet, , Colorful Fragrant, Low, Europe central Asia,NA, Thorns,NA, 800 to 1200 feet, Hedge Naturalize, Full sun, Erosion, Deciduous shrub, Medium, 3 to 8
 Birds Butterflies, Blue, May to June, bugleweed,NA, Lamiaceae, Showy,Ajuga Sparkler, Showy Edible,NA, 025 to 050 feet, , Colorful, Low, Europe central Asia,NA, Thorns,NA, 100 to 150 feet, Ground Cover Naturalize, Full sun to part shade, Rabbit Deer Black Walnut, Herbaceous perennial, Medium, 5 to 9
 Birds Butterflies, Nonflowering, Nonflowering, oriental spruce,NA, Pinaceae, Showy,Picea orientalis Bergmans Gem, Showy Edible,NA, 200 to 300 feet, , Evergreen, Low, Europe central Asia,NA, Winter Interest,NA, 200 to 300 feet, Ground Cover Naturalize, Full sun, Rabbit Deer Black Walnut, Needled evergreen, Medium, 4 to 7
 Birds Butterflies, White pale pink, April to May, rue anemone,NA, Ranunculaceae, Showy,Thalictrum thalictroides, Showy Edible,NA, 050 to 075 feet, , Evergreen, Medium, Eastern North America,NA, Winter Interest,NA, 050 to 075 feet, Ground Cover Naturalize, Part shade, Drought Heavy Shade Dry Soil, Herbaceous perennial, Medium, 4 to 8
 Birds Butterflies, Rose  purple, April, Korean rhododendron,NA, Ericaceae, Showy,Rhododendron mucronulatum Cornell Pink, Showy Edible,NA, 400 to 800 feet, , Good Fall, Medium, Eastern North America,NA, Winter Interest,NA, 400 to 800 feet, Hedge, Part shade to full shade, Rabbit, Deciduous shrub, Medium, 4 to 7
 Birds Butterflies, Blue, June to August, balloon flower,NA, Campanulaceae, Showy,Platycodon grandiflorus Komachi, Showy Edible,NA, 100 to 200 feet, , Good Fall, Low, Eastern North America,NA, Winter Interest,NA, 100 to 150 feet, Hedge, Full sun to part shade, Rabbit, Herbaceous perennial, Medium, 3 to 8
 Butterflies, Goldenedged rusty rays and brown center disks, June to September, longhead coneflower,NA, Asteraceae, Showy,Ratibida columnifera Buttons and Bows, Showy Edible,NA, 200 to 250 feet, , Good Fall, Medium, Eastern North America,NA, Winter Interest,NA, 100 to 150 feet, Hedge, Full sun, Drought Dry Soil, Herbaceous perennial, Dry to medium, 3 to 8
 Butterflies, nonflowering, Nonflowering, tall fescue,NA, Poaceae, Showy,Festuca arundinacea PROSCAPE WINNING COLORS, Showy Edible,NA, 025 to 050 feet, , Evergreen, Medium, Eastern North America,NA, Winter Interest,NA, 025 to 050 feet, Hedge, Full sun to part shade, Drought Dry Soil, Turfgrass, Medium, 3 to 6
 Birds, White, May to June, Chinese fringe tree,NA, Oleaceae, Showy Fragrant,Chionanthus retusus, Showy,NA, 1000 to 2000 feet, , Good Fall, Low, Asia,NA, Winter Interest,NA, 1000 to 2000 feet, Flowering Tree Rain Garden, Full sun to part shade, Drought Dry Soil, Tree, Medium, 5 to 9
 Birds, Orange with black center eye, Flowers freely, blackeyed Susan,NA, Acanthaceae, Showy,Thunbergia alata Orange Wonder, Showy,NA, 500 to 800 feet, , Evergreen, Medium, Asia,NA, Winter Interest,NA, 150 to 200 feet, Annual Ground Cover, Full sun to part shade, Drought Dry Soil, Vine, Medium, 10 to 11
 Birds, White, July to September, patrinia,NA, Caprifoliaceae, Showy,Patrinia villosa, Showy,NA, 200 to 300 feet, , Evergreen, Low, Japan,NA, Winter Interest,NA, 200 to 300 feet, Naturalize, Full sun, Drought Dry Soil, Herbaceous perennial, Medium, 5 to 8
 Birds, Yellowish green, April, sugar maple,NA, Sapindaceae, Insignificant,Acer saccharum Newton Sentry, Showy,NA, 4000 to 5000 feet, , Good Fall, Low, Japan,NA, Winter Interest,NA, 1000 to 1600 feet, Naturalize, Full sun to part shade, Drought Dry Soil, Tree, Medium, 4 to 8
 Birds, White spadix with green spathe, Seasonal bloomer, ZZ plant,NA, Araceae, Insignificant,Zamioculcas zamiifolia Raven, Showy,NA, 150 to 300 feet, , Evergreen, Low, Japan,NA, Winter Interest,NA, 150 to 300 feet, Naturalize, Part shade to full shade, Drought Dry Soil, Herbaceous perennial, Medium, 9 to 10
 Birds, Yellow male and green female, March, common hornbeam,NA, Betulaceae, Insignificant,Carpinus betulus Columnaris Nana, Showy,NA, 600 to 800 feet, , Good Fall, Low, Japan,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Full sun to part shade, Drought Dry Soil, Tree, Medium, 4 to 8
 Birds, Lavenderpurple, May to June, chives,NA, Amaryllidaceae, Showy,Allium Chivette, Showy,NA, 100 to 150 feet, , Fragrant, Low, Japan,NA, Winter Interest,NA, 075 to 100 feet, Annual Herb, Full sun to part shade, Deer Drought Black Walnut, Bulb, Medium, 4 to 8
 Birds, Yellowgreen, April to June, wheel tree,NA, Trochodendraceae, Showy,Trochodendron aralioides, Showy,NA, 1000 to 2000 feet, , Evergreen, Medium, Japan Korea Taiwan,NA, Winter Interest,NA, 1000 to 1500 feet, Annual Herb, Full sun to part shade, Wet Soil, Tree, Medium to wet, 6 to 7
 Birds, Pink with pale green bracts, June to September, marjoram,NA, Lamiaceae, Showy,Origanum libanoticum, Showy,NA, 075 to 150 feet, , Fragrant, Low, Lebanon,NA, Winter Interest,NA, 100 to 150 feet, Annual, Full sun, Deer Drought, Herbaceous perennial, Dry to medium, 5 to 9
 Birds, Red, March to April, pulmonaria,NA, Boraginaceae, Showy,Pulmonaria rubra, Showy,NA, 075 to 100 feet, , Fragrant, Low, Lebanon,NA, Winter Interest,NA, 100 to 200 feet, Ground Cover Naturalize, Part shade to full shade, Deer Heavy Shade Black Walnut, Herbaceous perennial, Medium, 4 to 8
 Birds, Reddishorange, Seasonal bloomer, floweringmaple,NA, Malvaceae, Showy,Abutilon  hybridum Bella Red, Showy,NA, 100 to 150 feet, , Evergreen, Low, Lebanon,NA, Winter Interest,NA, 100 to 150 feet, Annual, Full sun to part shade, Deer Heavy Shade Black Walnut, Broadleaf evergreen, Medium, 9 to 10
 Birds, White, Rarely flowers, heavenly bamboo,NA, Berberidaceae, Showy,Nandina domestica Monfar SIENNA SUNRISE, Showy,NA, 300 to 400 feet, , Good Fall, Medium, Lebanon,NA, Winter Interest,NA, 100 to 200 feet, Hedge, Full sun to part shade, Drought Heavy Shade, Broadleaf evergreen, Medium, 6 to 9
 Birds, Greenishbrown, July to August, umbrella plant,NA, Cyperaceae, Showy,Cyperus alternifolius Variegatus, Showy,NA, 100 to 200 feet, , Colorful, Medium, Lebanon,NA, Winter Interest,NA, 100 to 200 feet, Water Plant Rain Garden, Part shade to full shade, Wet Soil, Rush or Sedge, Water Plant Rain Garden, 9 to 10
 Birds, Nonflowering, Nonflowering, blue atlas cedar,NA, Pinaceae, Showy,Cedrus atlantica Glauca Group Glauca Pendula, Showy,NA, 300 to 1200 feet, , Evergreen, Medium, Lebanon,NA, Winter Interest,NA, 300 to 1200 feet, Water Plant Rain Garden, Full sun, Drought, Needled evergreen, Medium, 6 to 7
 Birds, White, April to May, mountain rockcress,NA, Brassicaceae, Showy Good Cut,Arabis alpina, Showy,NA, 050 to 100 feet, , Evergreen, Medium, Europe central Africa northern Asia North America,NA, Winter Interest,NA, 100 to 200 feet, Water Plant Rain Garden, Full sun, Deer Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 4 to 7
 Birds, Gold with red edges, June to September, lily of the Incas,NA, Alstroemeriaceae, Showy Good Cut,Alstroemeria Glory of the Andes, Showy,NA, 275 to 300 feet, , Colorful, Medium, Europe central Africa northern Asia North America,NA, Winter Interest,NA, 150 to 200 feet, Annual, Full sun to part shade, Deer Drought Dry Soil ShallowRocky Soil, Bulb, Medium, 7 to 10
 Butterflies, Lilacpink, June to July, yarrow,NA, Asteraceae, Showy,Achillea millefolium Pretty Belinda, Showy,NA, 100 to 200 feet, , Fragrant, Low, Europe central Africa northern Asia North America,NA, Winter Interest,NA, 100 to 200 feet, Naturalize, Full sun, Deer Drought Dry Soil Air Pollution, Herbaceous perennial, Dry to medium, 3 to 8
 Butterflies, Rosepurple, May to June, ornamental onion,NA, Amaryllidaceae, Showy,Allium schubertii, Showy,NA, 100 to 200 feet, , Fragrant, Low, Eastern Mediterranean to Central Asia,NA, Winter Interest,NA, 100 to 150 feet, Naturalize, Full sun, Deer Black Walnut, Bulb, Dry to medium, 5 to 8
 Butterflies, Yellow, May to September, palm sedge,NA, Cyperaceae, Insignificant,Carex muskingumensis, Showy,NA, 200 to 300 feet, , Fragrant, Low, Western North America,NA, Winter Interest,NA, 200 to 300 feet, Water Plant Naturalize Rain Garden, Full sun to part shade, Deer Drought, Rush or Sedge, Water Plant Naturalize Rain Garden, 4 to 9
 Butterflies, Green white with a purplish tinge, April to May, early meadowrue,NA, Ranunculaceae, Showy Good Cut,Thalictrum dioicum, Showy,NA, 100 to 200 feet, , Fragrant, Medium, Central and eastern North America,NA, Winter Interest,NA, 100 to 200 feet, Water Plant Naturalize Rain Garden, Full sun to part shade, Deer, Herbaceous perennial, Medium, 4 to 7
 Butterflies, Pink, June to July, coral bells,NA, Saxifragaceae, Showy,Heuchera Raspberry Ice, Showy,NA, 100 to 200 feet, , Colorful, Medium, Central and eastern North America,NA, Winter Interest,NA, 100 to 200 feet, Water Plant Naturalize Rain Garden, Full sun to part shade, Deer, Herbaceous perennial, Medium, 4 to 9
 Butterflies, White, June to July, oakleaf hydrangea,NA, Hydrangeaceae, Showy,Hydrangea quercifolia Little Honey, Showy,NA, 300 to 400 feet, , Good Fall, Low, Central and eastern North America,NA, Winter Interest,NA, 400 to 500 feet, Hedge, Full sun to part shade, Deer, Deciduous shrub, Medium, 5 to 9
 Butterflies, Bicolor of redwhite yellowred or pinkred, May, orchid,NA, Orchidaceae, Showy,Calanthe Kozu Spice, Showy,NA, 050 to 100 feet, , Evergreen, Medium, Central and eastern North America,NA, Winter Interest,NA, 050 to 100 feet, Hedge, Part shade, Deer, Orchid, Medium, 7 to 9
 Butterflies, Creamy white, June to July, Adams needle,NA, Asparagaceae, Showy,Yucca filamentosa Color Guard, Showy,NA, 300 to 600 feet, , Colorful Evergreen, Low, Central and eastern North America,NA, Winter Interest,NA, 200 to 300 feet, Naturalize, Full sun, Rabbit Deer Drought Erosion Dry Soil ShallowRocky Soil Air Pollution, Broadleaf evergreen, Dry to medium, 4 to 10
 Butterflies, Brown male and green female, April to May, river birch,NA, Betulaceae, Insignificant,Betula nigra Cully HERITAGE, Showy,NA, 4000 to 7000 feet, , Good Fall, Low, Central and eastern North America,NA, Winter Interest,NA, 4000 to 6000 feet, Shade Tree Rain Garden, Full sun to part shade, Deer Drought Clay Soil Wet Soil Air Pollution, Tree, Medium to wet, 4 to 9
 Butterflies, Pink, June to August, speedwell,NA, Plantaginaceae, Showy,Veronica First Love, Showy,NA, 075 to 100 feet, , Good Fall, Low, Central and eastern North America,NA, Winter Interest,NA, 100 to 150 feet, Shade Tree Rain Garden, Full sun, Rabbit Deer, Herbaceous perennial, Medium, 4 to 8
 Butterflies, Blue violet or white with yellow to black centers, May to frost, Swan River daisy,NA, Asteraceae, Showy Fragrant,Brachyscome iberidifolia, Showy,NA, 100 to 150 feet, , Good Fall, Medium, Southern Australia,NA, Winter Interest,NA, 100 to 150 feet, Annual, Full sun, Rabbit Deer, Annual, Medium, 2 to 11
